model,review_raw,review_clean,rating_num,sentiment,predicted_sentiment,review_length_words,question_count,exclamation_count,encoding_issue_flag,duplicate_text_flag
Linear SVM,"Small place, recomended for drive thru or take out",small place recomended for drive thru or take out,2.0,negative,neutral,9,0,0,0,1
Linear SVM,"Typical McDonald's just with REALLLLLLLY long drive-thru lines. Nothing special, nothing to write home about.",typical mcdonald's just with reallllllly long drive thru lines nothing special nothing to write home about,2.0,negative,neutral,16,0,0,0,1
Linear SVM,Can't go wrong with a 10-piece chicken McNugget meal,can't go wrong with a piece chicken mcnugget meal,5.0,positive,negative,9,0,0,0,1
Linear SVM,"It's mc Donald's,. The man before me backed up the toilet and an employee let me use the women's",it's mc donald's the man before me backed up the toilet and an employee let me use the women's,4.0,positive,negative,19,0,0,0,1
Linear SVM,Loud obxious mgrs screaming out orders,loud obxious mgrs screaming out orders,1.0,negative,neutral,6,0,0,0,1
Linear SVM,Too many homeless people close by.,too many homeless people close by,3.0,neutral,negative,6,0,0,0,1
Linear SVM,Some one there was smelly,some one there was smelly,3.0,neutral,positive,5,0,0,0,1
Linear SVM,S l o w,s l o w,2.0,negative,positive,4,0,0,0,1
Linear SVM,To slow,to slow,3.0,neutral,negative,2,0,0,0,1
Linear SVM,Same as any onther,same as any onther,5.0,positive,neutral,4,0,0,0,1
Linear SVM,Very convenient.,very convenient,3.0,neutral,positive,2,0,0,0,1
Linear SVM,McDonald's.   What more is there to say.,mcdonald's what more is there to say,4.0,positive,neutral,7,0,0,0,1
Linear SVM,"I did not like the format of the store, the bathroom is kept closed.",i did not like the format of the store the bathroom is kept closed,3.0,neutral,negative,14,0,0,0,1
Linear SVM,"Ordered via the kiosk.

Looks like management has posted a sign, order via kiosk to get a free cookie. My order didn't contain one. I asked the associate, she was puzzled. They had to discuss with 3 other folks and finally one of them gave one with complete displeasure.

Kiosk didn't give a paper bill to provide a direct feedback. With modern tech, they should switch to a sms or email for whoever wants a digital copy.",ordered via the kiosk looks like management has posted a sign order via kiosk to get a free cookie my order didn't contain one i asked the associate she was puzzled they had to discuss with other folks and finally one of them gave one with complete displeasure kiosk didn't give a paper bill to provide a direct feedback with modern tech they should switch to a sms or email for whoever wants a digital copy,2.0,negative,positive,76,0,0,0,0
Linear SVM,"This my first week in America from Novosibirsk Russia. Lady who yell at me like Sargent Captain in Spetsnaz. Cheeseburger have cheese I eat and got lot onion. Lady in front speak Russian, so she is sweetheart. I taste better food in Russia when I sent to the detention center but American love Cheeseburger very FAT! ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿",this my first week in america from novosibirsk russia lady who yell at me like sargent captain in spetsnaz cheeseburger have cheese i eat and got lot onion lady in front speak russian so she is sweetheart i taste better food in russia when i sent to the detention center but american love cheeseburger very fat,5.0,positive,negative,56,0,1,0,0
Linear SVM,New experience was lil different have to get use to new set up you can take your own order and not speak to one person. Depending on type of person you are this is a plus. People like me like to keep it moving no rap!!!!,new experience was lil different have to get use to new set up you can take your own order and not speak to one person depending on type of person you are this is a plus people like me like to keep it moving no rap,3.0,neutral,positive,46,0,4,0,0
Linear SVM,Too much salt was dying of thurst after,too much salt was dying of thurst after,1.0,negative,neutral,8,0,0,0,0
Linear SVM,I go to this McDonalds a couple times a week I am addicted to the sweet tea lol this is the only McDonalds I will get sweet tea at as I have never gotten a bad one here trust me you can tell if a place cleans there ice tea bins because the tea will taste bad that never happens here. Their food is really good also.,i go to this mcdonalds a couple times a week i am addicted to the sweet tea lol this is the only mcdonalds i will get sweet tea at as i have never gotten a bad one here trust me you can tell if a place cleans there ice tea bins because the tea will taste bad that never happens here their food is really good also,5.0,positive,negative,67,0,0,0,0
Linear SVM,Ok not too bad. Better than last time .,ok not too bad better than last time,3.0,neutral,negative,8,0,0,0,0
Linear SVM,"The store could be cleaner, other than that, it is a McDonald's, not must to write about.",the store could be cleaner other than that it is a mcdonald's not must to write about,3.0,neutral,negative,17,0,0,0,0
Linear SVM,No roaches and clean bathrooms,no roaches and clean bathrooms,5.0,positive,negative,5,0,0,0,0
Linear SVM,Food ok,food ok,5.0,positive,neutral,2,0,0,0,1
Linear SVM,It's McDonald's. What do you expect?,it's mcdonald's what do you expect,2.0,negative,neutral,6,1,0,0,1
Linear SVM,"Just a plain, dry ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½",just a plain dry,5.0,positive,neutral,4,0,0,0,0
Linear SVM,No good deala,no good deala,3.0,neutral,negative,3,0,0,0,0
Linear SVM,mid,mid,1.0,negative,neutral,1,0,0,0,1
Linear SVM,Slow very slow,slow very slow,3.0,neutral,negative,3,0,0,0,1
Linear SVM,McDonald's,mcdonald's,3.0,neutral,positive,1,0,0,0,1
Linear SVM,"Very slow, waited over 20 minutes for a Big Mac and medium fries.",very slow waited over minutes for a big mac and medium fries,3.0,neutral,negative,12,0,0,0,1
Linear SVM,"The play area is nice and clean. Food was normal, not bad, just regular McDonaldï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s food. The place was clean except the bathroom in the play area",the play area is nice and clean food was normal not bad just regular mcdonald s food the place was clean except the bathroom in the play area,3.0,neutral,positive,28,0,0,0,1
Linear SVM,"When the order is correct, the quality is fine. But I never get an order completely correct, especially if it's a McCafe drink. I would let it go, everyone makes mistakes, but it's constant and employees as a manager have had a terrible attitude about fixing it. If there were another one to go to instead, I would.",when the order is correct the quality is fine but i never get an order completely correct especially if it's a mccafe drink i would let it go everyone makes mistakes but it's constant and employees as a manager have had a terrible attitude about fixing it if there were another one to go to instead i would,3.0,neutral,negative,58,0,0,0,1
Linear SVM,"The food was McDonald's typical. I like the new design, but as many of them I've been to lately are, it was just filthy. I was there for over an hour and a half letting my kids eat and play and not once did I see anyone clean a table or anything off the floor. It would also be helpful for there to be napkins in the play area so you could clean up messes without leaving your kids or taking the whole crew with you.",the food was mcdonald's typical i like the new design but as many of them i've been to lately are it was just filthy i was there for over an hour and a half letting my kids eat and play and not once did i see anyone clean a table or anything off the floor it would also be helpful for there to be napkins in the play area so you could clean up messes without leaving your kids or taking the whole crew with you,3.0,neutral,negative,86,0,0,0,1
Linear SVM,They were wicked fast and very friendly! I had actually stopped going to any McDonalds because of bad experiences elsewhere with really dry nuggets. Did not regret getting food there today.,they were wicked fast and very friendly i had actually stopped going to any mcdonalds because of bad experiences elsewhere with really dry nuggets did not regret getting food there today,5.0,positive,negative,31,0,1,0,1
Linear SVM,Manager waited on lacked enthusiasm. Team member stocking lids napkins and straws didn't bother stepping aside for customers to get their articles needed.,manager waited on lacked enthusiasm team member stocking lids napkins and straws didn't bother stepping aside for customers to get their articles needed,3.0,neutral,negative,23,0,0,0,1
Linear SVM,Went for the kids play area. It smelt musty and like mildew. Kinda gross. But the  again it's McDonalds so my expectations weren't super high.,went for the kids play area it smelt musty and like mildew kinda gross but the again it's mcdonalds so my expectations weren't super high,3.0,neutral,negative,25,0,0,0,0
Linear SVM,Only ever had one order correct and they are pretty slow for never being busy.,only ever had one order correct and they are pretty slow for never being busy,3.0,neutral,negative,15,0,0,0,0
Linear SVM,Service was fast enough and prices were alright. The nuggets weren't up to traditional McDonald's standards.,service was fast enough and prices were alright the nuggets weren't up to traditional mcdonald's standards,3.0,neutral,negative,16,0,0,0,0
Linear SVM,Getting better but better check your order,getting better but better check your order,4.0,positive,neutral,7,0,0,0,0
Linear SVM,"Fraco and other workers work hard to get paid,i saw them today running around getting orders-10/23/18",fraco and other workers work hard to get paid i saw them today running around getting orders,4.0,positive,negative,17,0,0,0,0
Linear SVM,"Good service hot fresh food,  fast counter service",good service hot fresh food fast counter service,3.0,neutral,positive,8,0,0,0,0
Linear SVM,It was ok but the food was cold,it was ok but the food was cold,5.0,positive,neutral,8,0,0,0,0
Linear SVM,"Got order confused, but no harm, just had to clarify.",got order confused but no harm just had to clarify,4.0,positive,neutral,10,0,0,0,0
Linear SVM,Great Salads Except For Stale Boiled Egg.,great salads except for stale boiled egg,1.0,negative,positive,7,0,0,0,0
Linear SVM,Poop on urinal,poop on urinal,5.0,positive,negative,3,0,0,0,0
Linear SVM,Chicken nugget,chicken nugget,4.0,positive,negative,2,0,0,0,0
Linear SVM,It's my local McDonald's so I wish I could rate it higher especially considering they added modern stuff like the DIY menu boards and the 2nd drive thru lane. But what's the point of a second drive thru lane if your employees just ignore it like what happened tonight. Also while they have security inside the pan handlers in the drive thru lanes at night are out of control. Food wise things take a long time usually but it's your normal McDonald's type food except they don't salt their fries well.,it's my local mcdonald's so i wish i could rate it higher especially considering they added modern stuff like the diy menu boards and the nd drive thru lane but what's the point of a second drive thru lane if your employees just ignore it like what happened tonight also while they have security inside the pan handlers in the drive thru lanes at night are out of control food wise things take a long time usually but it's your normal mcdonald's type food except they don't salt their fries well,2.0,negative,neutral,91,0,0,0,1
Linear SVM,The food and workers are great. It's the people outside begging that really... You know..... ï¿½ï¿½ï¿,the food and workers are great it's the people outside begging that really you know,2.0,negative,neutral,15,0,0,0,0
Linear SVM,Just watched one of the workers eat some of my french fries before he put it on my tray canï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,just watched one of the workers eat some of my french fries before he put it on my tray can,1.0,negative,positive,20,0,0,0,0
Linear SVM,Trash food. That's exactly why I don't eat fast food.,trash food that's exactly why i don't eat fast food,1.0,negative,neutral,10,0,0,0,0
Linear SVM,Sometimes the cashiers attitudes are horrible,sometimes the cashiers attitudes are horrible,3.0,neutral,negative,6,0,0,0,0
Linear SVM,it's okï¿½ï¿½ï¿,it's ok,4.0,positive,neutral,2,0,0,0,1
Linear SVM,Milkshakes be off the hook,milkshakes be off the hook,5.0,positive,negative,5,0,0,0,0
Linear SVM,it's ok,it's ok,4.0,positive,neutral,2,0,0,0,1
Linear SVM,Pancakes delicious,pancakes delicious,2.0,negative,positive,2,0,0,0,0
Linear SVM,Same old same,same old same,5.0,positive,neutral,3,0,0,0,0
Linear SVM,McDonalds is good.,mcdonalds is good,3.0,neutral,positive,3,0,0,0,0
Linear SVM,Good place for breakfast,good place for breakfast,1.0,negative,positive,4,0,0,0,0
Linear SVM,Food was alright staff seemed too busy with their own pastimes rather then getting food and drinks out. Saw one employee sweep four times in the same spot while three customers were waiting on drinks. I'd only recommend if it's your last option.,food was alright staff seemed too busy with their own pastimes rather then getting food and drinks out saw one employee sweep four times in the same spot while three customers were waiting on drinks i'd only recommend if it's your last option,2.0,negative,neutral,43,0,0,0,0
Linear SVM,"For Godï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s sakes, please make the cookies fresh and warm when a customer orders them & stop baking 2 dozen ahead of time a",for god s sakes please make the cookies fresh and warm when a customer orders them stop baking dozen ahead of time a,2.0,negative,positive,23,0,0,0,0
Linear SVM,The service was extremely poor as many customers had to wait a while for their food. The only reason I even gave it 3 stars was because the manager stepped in and took care of the customers. The food was good and fresh.,the service was extremely poor as many customers had to wait a while for their food the only reason i even gave it stars was because the manager stepped in and took care of the customers the food was good and fresh,3.0,neutral,negative,42,0,0,0,0
Linear SVM,"It's fine that they're resetting their computers a bit later than they should, but to have their crew members unable to price out and take an order is unacceptable. Might as well close the store temporarily at that point.",it's fine that they're resetting their computers a bit later than they should but to have their crew members unable to price out and take an order is unacceptable might as well close the store temporarily at that point,1.0,negative,neutral,39,0,0,0,0
Linear SVM,"I usually don't lower myself to Micky D's food, but I was here and hungry, so figured one burger from here wouldn't kill me. As long as your expectations aren't too high, the food is okay, just sad though what Micky D's and Burger King and the others have done to the Great American Hamburger. If you look around you can get better food and service. The only burgers worse than Micky Ds are the soy burgers you get out of vending machines. And as long as you don't ask for anything special, they'll make you a burger, but I asked for one without onions and catsup, and naturally they couldn't even get that right. A crappy burger with crappy service, what a wonderful meal.. BTW, if you want to find The Great American Hamburger, as it should be, go to Fuddruckers.",i usually don't lower myself to micky d's food but i was here and hungry so figured one burger from here wouldn't kill me as long as your expectations aren't too high the food is okay just sad though what micky d's and burger king and the others have done to the great american hamburger if you look around you can get better food and service the only burgers worse than micky ds are the soy burgers you get out of vending machines and as long as you don't ask for anything special they'll make you a burger but i asked for one without onions and catsup and naturally they couldn't even get that right a crappy burger with crappy service what a wonderful meal btw if you want to find the great american hamburger as it should be go to fuddruckers,3.0,neutral,negative,142,0,0,0,0
Linear SVM,"Good service ,only thing I didn't like was no milk..",good service only thing i didn't like was no milk,4.0,positive,negative,10,0,0,0,0
Linear SVM,Shoutout to this McDonaldï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s for being the only place to acce,shoutout to this mcdonald s for being the only place to acce,5.0,positive,negative,12,0,0,0,0
Linear SVM,I walk in and waiting on the line for my turn to order. I ask the cashier I want strawberry milk shake. SHE SAYING THA MACHINES BROOK DOWN. McDonald's plz help.bad customer service.,i walk in and waiting on the line for my turn to order i ask the cashier i want strawberry milk shake she saying tha machines brook down mcdonald's plz help bad customer service,1.0,negative,positive,34,0,0,0,0
Linear SVM,I always comes here like twice a month and gets food from very good staff and this restaurant is very clean and neat,i always comes here like twice a month and gets food from very good staff and this restaurant is very clean and neat,3.0,neutral,positive,23,0,0,0,0
Linear SVM,They always missing my mac sauce ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,they always missing my mac sauce,4.0,positive,negative,6,0,0,0,0
Linear SVM,I think they could  take out a lot more time cleaning and sanitizing there store. Gas station,i think they could take out a lot more time cleaning and sanitizing there store gas station,1.0,negative,neutral,17,0,0,0,0
Linear SVM,"The new 1/4 lb smokehouse bacon burger is very good, not old school",the new lb smokehouse bacon burger is very good not old school,5.0,positive,negative,12,0,0,0,0
Linear SVM,They always seem to make you feel like you are inconveniencing them by being there.,they always seem to make you feel like you are inconveniencing them by being there,2.0,negative,neutral,15,0,0,0,0
Linear SVM,Love the sausage eggs and cheese mc muffin. Never gets old.,love the sausage eggs and cheese mc muffin never gets old,4.0,positive,neutral,11,0,0,0,0
Linear SVM,Pancakes we're cold and hard!! And computers were down,pancakes we're cold and hard and computers were down,2.0,negative,neutral,9,0,2,0,0
Linear SVM,Wouldn't  know they were shut down due to a power outage,wouldn't know they were shut down due to a power outage,3.0,neutral,negative,11,0,0,0,0
Linear SVM,Only 2 employee' s long wait @ 1.30 am?,only employee' s long wait am,3.0,neutral,negative,6,1,0,0,0
Linear SVM,Pretty ghetto.,pretty ghetto,1.0,negative,positive,2,0,0,0,0
Linear SVM,Food is very low priced for McDonald's on Las Vegas Blvd. The best part is that you can use drive-thru to avoid a long walk. In the morning. the drive thru and not too crowded.,food is very low priced for mcdonald's on las vegas blvd the best part is that you can use drive thru to avoid a long walk in the morning the drive thru and not too crowded,3.0,neutral,positive,36,0,0,0,0
Linear SVM,On its best day this place is Hella slow!  They should go back to the counter system cuz using the kiosk is the worst!,on its best day this place is hella slow they should go back to the counter system cuz using the kiosk is the worst,3.0,neutral,negative,24,0,2,0,0
Linear SVM,Itï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s staid ope,it s staid ope,1.0,negative,neutral,4,0,0,0,0
Linear SVM,Waited 15 mins for a quarter pounder only.,waited mins for a quarter pounder only,3.0,neutral,negative,7,0,0,0,0
Linear SVM,"I was charged extra for an additional pad of butter and an extra syrup for my pancakes.  They never give enough butter or syrup so I ordered more and was charged more.  That wouldn't be a problem except I didn't get much more.  Then, they didn't fill my cup of orange juice.  It was just a bit more than 3/4 full.  Otherwise, it was very tasty!",i was charged extra for an additional pad of butter and an extra syrup for my pancakes they never give enough butter or syrup so i ordered more and was charged more that wouldn't be a problem except i didn't get much more then they didn't fill my cup of orange juice it was just a bit more than full otherwise it was very tasty,3.0,neutral,negative,65,0,1,0,0
Linear SVM,"It was McDonald's. You know what you're going there for and it is always quick and acceptable.

If you are expecting a linen table cloth and candles you are in the wrong place. If you are expecting quality food at a good price and rapidly - you found McDonald's!",it was mcdonald's you know what you're going there for and it is always quick and acceptable if you are expecting a linen table cloth and candles you are in the wrong place if you are expecting quality food at a good price and rapidly you found mcdonald's,4.0,positive,neutral,48,0,1,0,0
Linear SVM,Pricing is wrong and people will bud you and they serve them without issue. Brutal location.,pricing is wrong and people will bud you and they serve them without issue brutal location,1.0,negative,positive,16,0,0,0,0
Linear SVM,This McDonalds is like home and has a good down to earth vibe. I would of gave five stars but the hang ups I have is the homeless people in the drive thru constantly begging. Its just getting really annoying. Like I wanna order my food and eat without being bothered. I hope the get a little more mindful of that. Also many times I order something and they often forget to put everything I'm the bag. I know this mcdonalds gets a lot of traffic and is busy but those are the only pickles I have.,this mcdonalds is like home and has a good down to earth vibe i would of gave five stars but the hang ups i have is the homeless people in the drive thru constantly begging its just getting really annoying like i wanna order my food and eat without being bothered i hope the get a little more mindful of that also many times i order something and they often forget to put everything i'm the bag i know this mcdonalds gets a lot of traffic and is busy but those are the only pickles i have,4.0,positive,neutral,97,0,0,0,0
Linear SVM,"What can I say, if you eat at one Mcdonalds you done ate at them all. This place doesnt have a dollar menu and their main menu is very limited. Its also kind of expensive. Very clean in the inside",what can i say if you eat at one mcdonalds you done ate at them all this place doesnt have a dollar menu and their main menu is very limited its also kind of expensive very clean in the inside,3.0,neutral,positive,40,0,0,0,0
Linear SVM,First you need to buy food before ask for the restroom ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,first you need to buy food before ask for the restroom,1.0,negative,positive,11,0,0,0,0
Linear SVM,My hat goes off to the lady that's works there. Don't know her name but she was pregnant. She was working the front counter and drive thur at the same time. Do not complain about it.,my hat goes off to the lady that's works there don't know her name but she was pregnant she was working the front counter and drive thur at the same time do not complain about it,5.0,positive,negative,36,0,0,0,0
Linear SVM,Well it's ok because their dining room is being remodeled and you can only use drive through,well it's ok because their dining room is being remodeled and you can only use drive through,3.0,neutral,positive,17,0,0,0,0
Linear SVM,Definitely not as bad as all those low raters are saying. If they feel that way why would they keep coming back?,definitely not as bad as all those low raters are saying if they feel that way why would they keep coming back,4.0,positive,negative,22,1,0,0,0
Linear SVM,Understaffed but friendly. 16min ticket time.,understaffed but friendly min ticket time,4.0,positive,negative,6,0,0,0,0
Linear SVM,Too dependant on technology... Cashier's expect you to use kiosk. No team members at registers.,too dependant on technology cashier's expect you to use kiosk no team members at registers,2.0,negative,positive,15,0,0,0,0
Linear SVM,These fast-food always busy a lot's of tourists goes in here,these fast food always busy a lot's of tourists goes in here,3.0,neutral,positive,12,0,0,0,0
Linear SVM,"this location stop serving breakfast @10:30am
hey I thought McDonald's was serving breakfast all day!",this location stop serving breakfast am hey i thought mcdonald's was serving breakfast all day,1.0,negative,positive,15,0,1,0,0
Linear SVM,Regular old mcdonalds tastes like every other mcdonalds.,regular old mcdonalds tastes like every other mcdonalds,5.0,positive,neutral,8,0,0,0,0
Linear SVM,The people that work there were very nice and helpful.,the people that work there were very nice and helpful,2.0,negative,positive,10,0,0,0,0
Linear SVM,I ordered 2 hash browns and they only gave me 1 ï¿½ï¿½ï¿,i ordered hash browns and they only gave me,3.0,neutral,negative,9,0,0,0,0
Linear SVM,"Ok, but not great. Tired restaurant with mediocre service.",ok but not great tired restaurant with mediocre service,2.0,negative,neutral,9,0,0,0,0
Linear SVM,They don't have they prices n promotion as advertised on tv,they don't have they prices n promotion as advertised on tv,1.0,negative,neutral,11,0,0,0,0
Linear SVM,"Strip location, quick service, eat and go back to casino.",strip location quick service eat and go back to casino,3.0,neutral,positive,10,0,0,0,0
Linear SVM,Have trouble getting all that we order most of the time missing things we order,have trouble getting all that we order most of the time missing things we order,3.0,neutral,negative,15,0,0,0,0
Linear SVM,They  made right however about 30 minutes  I was hunger  again,they made right however about minutes i was hunger again,2.0,negative,positive,10,0,0,0,0
Linear SVM,This McDonaldï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,this mcdonald,1.0,negative,positive,2,0,0,0,1
Linear SVM,Convient and cheap.  Hot no air,convient and cheap hot no air,3.0,neutral,positive,6,0,0,0,0
Linear SVM,messed up my oder,messed up my oder,4.0,positive,negative,4,0,0,0,0
Linear SVM,Food was so cold.,food was so cold,3.0,neutral,negative,4,0,0,0,0
Linear SVM,Really awfully customer service,really awfully customer service,1.0,negative,positive,4,0,0,0,0
Linear SVM,Average food average service,average food average service,2.0,negative,neutral,4,0,0,0,0
Linear SVM,Average McD's,average mcd's,5.0,positive,neutral,2,0,0,0,0
Linear SVM,Cant get enough,cant get enough,5.0,positive,negative,3,0,0,0,0
Linear SVM,I'm hating it!,i'm hating it,1.0,negative,neutral,3,0,1,0,0
Linear SVM,normal mcdonald,normal mcdonald,4.0,positive,neutral,2,0,0,0,0
Linear SVM,Very clean,very clean,3.0,neutral,positive,2,0,0,0,1
Linear SVM,Close,close,1.0,negative,neutral,1,0,0,0,0
Linear SVM,"There is always an mc, wherever you are. This place came to me just to buy me an ice cream and I kept walking until I reached the welcome sign for Las Vegas.",there is always an mc wherever you are this place came to me just to buy me an ice cream and i kept walking until i reached the welcome sign for las vegas,3.0,neutral,negative,33,0,0,0,0
Linear SVM,"Today we had a very bad experience. We went on to grab 4 breakfasts. 3 were the same and one different. The three equal ones hurt the three people who ate it. And if since they did not deliver it we notice that the egg is the part of ariva. I was without sewing well

please be more careful. with food",today we had a very bad experience we went on to grab breakfasts were the same and one different the three equal ones hurt the three people who ate it and if since they did not deliver it we notice that the egg is the part of ariva i was without sewing well please be more careful with food,1.0,negative,neutral,59,0,0,0,0
Linear SVM,McD on the Strip Near Welcome Sign has two below-average features: a cattle barn-like atmosphere and employees who go down to the basement to smile. But the prices are world class.,mcd on the strip near welcome sign has two below average features a cattle barn like atmosphere and employees who go down to the basement to smile but the prices are world class,2.0,negative,positive,33,0,0,0,0
Linear SVM,"It's better off ordering ahead on the app, but there is still a wait for food regardless. 13 minutes for 1 plain sundae.",it's better off ordering ahead on the app but there is still a wait for food regardless minutes for plain sundae,4.0,positive,neutral,21,0,0,0,0
Linear SVM,"In terms of fast food in this particular area this McDonalds was my go-to choice, and they have some unique menu items occasionally such as the McTeri, which I liked.",in terms of fast food in this particular area this mcdonalds was my go to choice and they have some unique menu items occasionally such as the mcteri which i liked,4.0,positive,neutral,31,0,0,0,0
Linear SVM,Had to use the kiosks and that's not the best way to order for me.,had to use the kiosks and that's not the best way to order for me,3.0,neutral,positive,15,0,0,0,0
Linear SVM,"Same good old McDonald's food plus local favorites like the Portuguese breakfast that has rice, sausage and eggs. Everything is overpriced to sync with the high rent in Waikiki. There are a good number of beach bumps that hang around here without buying anything. And they smell like they haven't showered in days. Hey guys, there are free showers outside.",same good old mcdonald's food plus local favorites like the portuguese breakfast that has rice sausage and eggs everything is overpriced to sync with the high rent in waikiki there are a good number of beach bumps that hang around here without buying anything and they smell like they haven't showered in days hey guys there are free showers outside,3.0,neutral,positive,60,0,0,0,0
Linear SVM,It's Rotten Ronald's. Salt and fat are the only flavours.,it's rotten ronald's salt and fat are the only flavours,1.0,negative,neutral,10,0,0,0,0
Linear SVM,"It's literally off of wakiki beach,  so its very convenient. Food is actually not bad, I forgot to try their spam meal, but other than that I had a pleasant time there the employees are pretty nice and the food was always nice and hot. They don't have bathrooms which I thought was weird, especially since the building looked new. We came here almost every day because it was close to our airbnb.",it's literally off of wakiki beach so its very convenient food is actually not bad i forgot to try their spam meal but other than that i had a pleasant time there the employees are pretty nice and the food was always nice and hot they don't have bathrooms which i thought was weird especially since the building looked new we came here almost every day because it was close to our airbnb,3.0,neutral,positive,73,0,0,0,0
Linear SVM,I downgraded my review because up a cash machine. It says skip the line use these machines to order. But then it says it's not taking cards. So you have to stand in line anyway. I live in the neighborhood and this has happened a lot at this location. Frustrating!,i downgraded my review because up a cash machine it says skip the line use these machines to order but then it says it's not taking cards so you have to stand in line anyway i live in the neighborhood and this has happened a lot at this location frustrating,3.0,neutral,negative,50,0,1,0,0
Linear SVM,"No soda and asked manager about it and she replied there was none and walked away, there was only Powerade and orange fanta",no soda and asked manager about it and she replied there was none and walked away there was only powerade and orange fanta,4.0,positive,negative,23,0,0,0,0
Linear SVM,"Clean. Good and fast service. As accessible as any small McDonald's. Nice stop between the beach and the hotels. The most inconvenient and unexpected thing, however, is the lack of a public washroom. Disinfectant wipes are provided by the doors.",clean good and fast service as accessible as any small mcdonald's nice stop between the beach and the hotels the most inconvenient and unexpected thing however is the lack of a public washroom disinfectant wipes are provided by the doors,3.0,neutral,positive,40,0,0,0,0
Linear SVM,Late night meal choice was ok. Tried the new chicken sandwich was really good. You could only do take out.,late night meal choice was ok tried the new chicken sandwich was really good you could only do take out,4.0,positive,neutral,20,0,0,0,0
Linear SVM,Mcds is wat it is. In some more trying times in my life mcds was literally a lifeline so I have to give them props. Although eating only mcds will legitimately be fatal after a month straight do not attempt.,mcds is wat it is in some more trying times in my life mcds was literally a lifeline so i have to give them props although eating only mcds will legitimately be fatal after a month straight do not attempt,4.0,positive,negative,40,0,0,0,0
Linear SVM,"Have to say for a McDonalds in the Waikiki area it could of been alot better self serve kiosk were not working lines where long because only 1 caisher was up front when they had 3 tills and couldent see a public bathroom in the place

Food was a real disappoint asked for extra bacon and remove stuff but when I got back to our place to eat it was just the default of what the burger was

Sorry would give more but place needs as little work it could be understaffed idk but its could be alot better",have to say for a mcdonalds in the waikiki area it could of been alot better self serve kiosk were not working lines where long because only caisher was up front when they had tills and couldent see a public bathroom in the place food was a real disappoint asked for extra bacon and remove stuff but when i got back to our place to eat it was just the default of what the burger was sorry would give more but place needs as little work it could be understaffed idk but its could be alot better,1.0,negative,positive,97,0,0,0,0
Linear SVM,"I don't know what is about fast food in Hawaii. Maybe it's the relaxed lifestyle here, but the time from  ordering at McDonald's (or burger King for that matter) to actually receiving the good takes an awful long time
The staff however are nothing but courteous.",i don't know what is about fast food in hawaii maybe it's the relaxed lifestyle here but the time from ordering at mcdonald's or burger king for that matter to actually receiving the good takes an awful long time the staff however are nothing but courteous,4.0,positive,neutral,46,0,0,0,0
Linear SVM,"Discalmer, I'm not a big fast food fan. With that said this location was well kept and clean. They had native Hawaiian meals that gave this location some character.",discalmer i'm not a big fast food fan with that said this location was well kept and clean they had native hawaiian meals that gave this location some character,3.0,neutral,positive,29,0,0,0,0
Linear SVM,"Meh the place usually has a line, free refills and free  Wi-Fi.  Most meals come with PINEAPPLE but its 2.00 extra.  At the time of order simply ask for no PINEAPPLE and the meal.price will be cheaper.  If you forgot to ask for no PINEAPPLE in most cases they give you an apple pie.",meh the place usually has a line free refills and free wi fi most meals come with pineapple but its extra at the time of order simply ask for no pineapple and the meal price will be cheaper if you forgot to ask for no pineapple in most cases they give you an apple pie,3.0,neutral,negative,55,0,0,0,0
